Date,ExchangeRate,CurrencyCode
2023-04-26,90.2465,INR
2023-04-27,7.4538,DKK
2023-04-27,4.0184,ILS
2023-04-27,149.7000,ISK
2023-04-27,1.6672,AUD
2023-04-27,1.9558,BGN
2023-04-27,1.5041,CAD
2023-04-27,23.5120,CZK
2023-04-27,7.6454,CNY
2023-04-27,8.6679,HKD
2023-04-27,0.8843,GBP
2023-04-27,0.9862,CHF
2023-04-27,16252.5700,IDR
2023-04-27,373.5800,HUF
2023-04-27,90.3185,INR
2023-04-27,5.5532,BRL
2023-04-28,373.7800,HUF
2023-04-28,1.9558,BGN
2023-04-28,5.4872,BRL
2023-04-28,149.1000,ISK
2023-04-28,0.8805,GBP
2023-04-28,3.9939,ILS
2023-04-28,7.4538,DKK
2023-04-28,16111.9000,IDR
2023-04-28,1.6664,AUD
2023-04-28,0.9839,CHF
2023-04-28,89.8555,INR
2023-04-28,23.5020,CZK
2023-04-28,7.5979,CNY
2023-04-28,1.4981,CAD
2023-04-28,8.6199,HKD
2023-04-29,7.5979,CNY
2023-04-29,0.8805,GBP
2023-04-29,23.5020,CZK
2023-04-29,0.9839,CHF
2023-04-29,373.7800,HUF
2023-04-29,5.4872,BRL
2023-04-29,16111.9000,IDR
2023-04-29,1.6664,AUD
2023-04-29,89.8555,INR
2023-04-29,8.6199,HKD
2023-04-29,1.9558,BGN
2023-04-29,149.1000,ISK
2023-04-29,1.4981,CAD
2023-04-29,3.9939,ILS
2023-04-29,7.4538,DKK
2023-04-30,1.6664,AUD
2023-04-30,1.9558,BGN
2023-04-30,0.9839,CHF
2023-04-30,3.9939,ILS
2023-04-30,16111.9000,IDR
2023-04-30,8.6199,HKD
2023-04-30,23.5020,CZK
2023-04-30,89.8555,INR
2023-04-30,1.4981,CAD
2023-04-30,0.8805,GBP
2023-04-30,373.7800,HUF
2023-04-30,7.4538,DKK
2023-04-30,5.4872,BRL
2023-04-30,7.5979,CNY
2023-04-30,149.1000,ISK
2023-05-01,8.6199,HKD
2023-05-01,16111.9000,IDR
2023-05-01,3.9939,ILS
2023-05-01,23.5020,CZK
2023-05-01,1.9558,BGN
2023-05-01,1.4981,CAD
2023-05-01,0.9839,CHF
2023-05-01,7.4538,DKK
2023-05-01,89.8555,INR
2023-05-01,0.8805,GBP
2023-05-01,5.4872,BRL
2023-05-01,373.7800,HUF
2023-05-01,149.1000,ISK
2023-05-01,1.6664,AUD
2023-05-01,7.5979,CNY
2023-05-02,5.4853,BRL
2023-05-02,3.9717,ILS
2023-05-02,1.6371,AUD
2023-05-02,16143.3700,IDR
2023-05-02,7.4538,DKK
2023-05-02,89.7515,INR
2023-05-02,8.6075,HKD
2023-05-02,1.9558,BGN
2023-05-02,0.9841,CHF
2023-05-02,0.8787,GBP
2023-05-02,371.9800,HUF
2023-05-02,1.4885,CAD
2023-05-02,149.7000,ISK
2023-05-02,7.5791,CNY
2023-05-02,23.5870,CZK
2023-05-03,16211.3700,IDR
2023-05-03,7.6330,CNY
2023-05-03,7.4514,DKK
2023-05-03,375.6300,HUF
2023-05-03,0.9809,CHF
2023-05-03,5.5521,BRL
2023-05-03,8.6687,HKD
2023-05-03,4.0163,ILS
2023-05-03,150.1000,ISK
2023-05-03,1.5045,CAD
2023-05-03,1.6564,AUD
2023-05-03,0.8827,GBP
2023-05-03,90.3465,INR
2023-05-03,23.5590,CZK
2023-05-03,1.9558,BGN
2023-05-04,0.9802,CHF
2023-05-04,150.1000,ISK
2023-05-04,1.5072,CAD
2023-05-04,373.9400,HUF
2023-05-04,0.8801,GBP
2023-05-04,1.9558,BGN
2023-05-04,4.0268,ILS
2023-05-04,16263.5900,IDR
2023-05-04,90.5495,INR
2023-05-04,7.6538,CNY
2023-05-04,23.4600,CZK
2023-05-04,5.5194,BRL
2023-05-04,7.4503,DKK
2023-05-04,1.6585,AUD
2023-05-04,8.6909,HKD
2023-05-05,0.8738,GBP
2023-05-05,23.4010,CZK
2023-05-05,0.9828,CHF
2023-05-05,7.4499,DKK
2023-05-05,5.4960,BRL
2023-05-05,1.4860,CAD
2023-05-05,7.6112,CNY
2023-05-05,8.6434,HKD
2023-05-05,372.4800,HUF
2023-05-05,1.9558,BGN
2023-05-05,90.0010,INR
2023-05-05,16156.4900,IDR
2023-05-05,1.6379,AUD
2023-05-05,150.1000,ISK
2023-05-05,4.0159,ILS
2023-05-06,8.6434,HKD
2023-05-06,1.9558,BGN
2023-05-06,0.8738,GBP
2023-05-06,90.0010,INR
2023-05-06,1.4860,CAD
2023-05-06,5.4960,BRL
2023-05-06,23.4010,CZK
2023-05-06,16156.4900,IDR
2023-05-06,7.4499,DKK
2023-05-06,372.4800,HUF
2023-05-06,4.0159,ILS
2023-05-06,1.6379,AUD
2023-05-06,0.9828,CHF
2023-05-06,7.6112,CNY
2023-05-06,150.1000,ISK
2023-05-07,150.1000,ISK
2023-05-07,7.4499,DKK
2023-05-07,23.4010,CZK
2023-05-07,16156.4900,IDR
2023-05-07,372.4800,HUF
2023-05-07,1.6379,AUD
2023-05-07,1.4860,CAD
2023-05-07,0.8738,GBP
2023-05-07,8.6434,HKD
2023-05-07,5.4960,BRL
2023-05-07,4.0159,ILS
2023-05-07,0.9828,CHF
2023-05-07,1.9558,BGN
2023-05-07,90.0010,INR
2023-05-07,7.6112,CNY
2023-05-08,1.6244,AUD
2023-05-08,4.0132,ILS
2023-05-08,372.2000,HUF
2023-05-08,150.5000,ISK
2023-05-08,1.9558,BGN
2023-05-08,8.6618,HKD
2023-05-08,0.8723,GBP
2023-05-08,7.6347,CNY
2023-05-08,90.2775,INR
2023-05-08,23.4100,CZK
2023-05-08,1.4710,CAD
2023-05-08,16237.4200,IDR
2023-05-08,5.4613,BRL
2023-05-08,0.9813,CHF
2023-05-08,7.4473,DKK
2023-05-09,1.9558,BGN
2023-05-09,371.6800,HUF
2023-05-09,16159.2000,IDR
2023-05-09,89.9495,INR
2023-05-09,150.7000,ISK
2023-05-09,7.4452,DKK
2023-05-09,7.5853,CNY
2023-05-09,5.4863,BRL
2023-05-09,0.8699,GBP
2023-05-09,0.9788,CHF
2023-05-09,1.6217,AUD
2023-05-09,1.4679,CAD
2023-05-09,23.3630,CZK
2023-05-09,4.0077,ILS
2023-05-09,8.5934,HKD
2023-05-10,0.8681,GBP
2023-05-10,89.8185,INR
2023-05-10,1.4657,CAD
2023-05-10,16150.9800,IDR
2023-05-10,23.4190,CZK
2023-05-10,8.5739,HKD
2023-05-10,1.9558,BGN
2023-05-10,5.4497,BRL
2023-05-10,370.9800,HUF
2023-05-10,4.0153,ILS
2023-05-10,1.6222,AUD
2023-05-10,149.9000,ISK
2023-05-10,7.4478,DKK
2023-05-10,7.5818,CNY
2023-05-10,0.9771,CHF
2023-05-11,8.5671,HKD
2023-05-11,3.9869,ILS
2023-05-11,149.9000,ISK
2023-05-11,7.4484,DKK
2023-05-11,1.4672,CAD
2023-05-11,7.5817,CNY
2023-05-11,1.9558,BGN
2023-05-11,89.6905,INR
2023-05-11,0.8679,GBP
2023-05-11,5.4218,BRL
2023-05-11,0.9758,CHF
2023-05-11,1.6226,AUD
2023-05-11,16079.1200,IDR
2023-05-11,371.4500,HUF
2023-05-11,23.4880,CZK
2023-05-12,5.3844,BRL
2023-05-12,0.9744,CHF
2023-05-12,7.4484,DKK
2023-05-12,1.6310,AUD
2023-05-12,150.3000,ISK
2023-05-12,3.9695,ILS
2023-05-12,8.5425,HKD
2023-05-12,23.6060,CZK
2023-05-12,1.9558,BGN
2023-05-12,7.5722,CNY
2023-05-12,0.8702,GBP
2023-05-12,1.4702,CAD
2023-05-12,370.9800,HUF
2023-05-12,16130.2300,IDR
2023-05-12,89.5200,INR
2023-05-13,1.9558,BGN
2023-05-13,5.3844,BRL
2023-05-13,1.6310,AUD
2023-05-13,150.3000,ISK
2023-05-13,0.8702,GBP
2023-05-13,16130.2300,IDR
2023-05-13,7.5722,CNY
2023-05-13,7.4484,DKK
2023-05-13,8.5425,HKD
2023-05-13,1.4702,CAD
2023-05-13,0.9744,CHF
2023-05-13,23.6060,CZK
2023-05-13,370.9800,HUF
2023-05-13,3.9695,ILS
2023-05-13,89.5200,INR
2023-05-14,1.6310,AUD
2023-05-14,8.5425,HKD
2023-05-14,0.8702,GBP
2023-05-14,3.9695,ILS
2023-05-14,23.6060,CZK
2023-05-14,7.4484,DKK
2023-05-14,16130.2300,IDR
2023-05-14,89.5200,INR
2023-05-14,1.4702,CAD
2023-05-14,150.3000,ISK
2023-05-14,5.3844,BRL
2023-05-14,370.9800,HUF
2023-05-14,1.9558,BGN
2023-05-14,7.5722,CNY
2023-05-14,0.9744,CHF
2023-05-15,0.9747,CHF
2023-05-15,0.8694,GBP
2023-05-15,89.4990,INR
2023-05-15,369.3000,HUF
2023-05-15,1.9558,BGN
2023-05-15,23.5740,CZK
2023-05-15,1.4684,CAD
2023-05-15,7.5621,CNY
2023-05-15,8.5250,HKD
2023-05-15,5.3431,BRL
2023-05-15,1.6261,AUD
2023-05-15,150.9000,ISK
2023-05-15,7.4471,DKK
2023-05-15,16089.5500,IDR
2023-05-15,3.9776,ILS
2023-05-16,1.6307,AUD
2023-05-16,89.4655,INR
2023-05-16,1.9558,BGN
2023-05-16,5.3340,BRL
2023-05-16,16132.0900,IDR
2023-05-16,150.9000,ISK
2023-05-16,3.9855,ILS
2023-05-16,1.4652,CAD
2023-05-16,23.6750,CZK
2023-05-16,8.5293,HKD
2023-05-16,7.5793,CNY
2023-05-16,7.4468,DKK
2023-05-16,369.2000,HUF
2023-05-16,0.9732,CHF
2023-05-16,0.8694,GBP
2023-05-17,8.4788,HKD
2023-05-17,23.6320,CZK
2023-05-17,89.1878,INR
2023-05-17,1.6273,AUD
2023-05-17,152.1000,ISK
2023-05-17,7.5762,CNY
2023-05-17,3.9493,ILS
2023-05-17,0.8690,GBP
2023-05-17,16118.1400,IDR
2023-05-17,5.3728,BRL
2023-05-17,0.9746,CHF
2023-05-17,371.2500,HUF
2023-05-17,1.4609,CAD
2023-05-17,1.9558,BGN
2023-05-17,7.4476,DKK
2023-05-18,5.3612,BRL
2023-05-18,1.4568,CAD
2023-05-18,89.2915,INR
2023-05-18,1.6285,AUD
2023-05-18,373.8700,HUF
2023-05-18,151.5000,ISK
2023-05-18,0.8689,GBP
2023-05-18,7.5983,CNY
2023-05-18,1.9558,BGN
2023-05-18,7.4477,DKK
2023-05-18,3.9349,ILS
2023-05-18,16089.3800,IDR
2023-05-18,23.6830,CZK
2023-05-18,0.9735,CHF
2023-05-18,8.4640,HKD
2023-05-19,151.3000,ISK
2023-05-19,5.3554,BRL
2023-05-19,7.4481,DKK
2023-05-19,1.4575,CAD
2023-05-19,23.7640,CZK
2023-05-19,89.4215,INR
2023-05-19,16129.1400,IDR
2023-05-19,8.4494,HKD
2023-05-19,1.6231,AUD
2023-05-19,3.9338,ILS
2023-05-19,0.8684,GBP
2023-05-19,1.9558,BGN
2023-05-19,7.5766,CNY
2023-05-19,376.7300,HUF
2023-05-19,0.9738,CHF
2023-05-20,23.7640,CZK
2023-05-20,16129.1400,IDR
2023-05-20,1.6231,AUD
2023-05-20,0.9738,CHF
2023-05-20,8.4494,HKD
2023-05-20,7.4481,DKK
2023-05-20,151.3000,ISK
2023-05-20,5.3554,BRL
2023-05-20,376.7300,HUF
2023-05-20,89.4215,INR
2023-05-20,7.5766,CNY
2023-05-20,1.9558,BGN
2023-05-20,1.4575,CAD
2023-05-20,3.9338,ILS
2023-05-20,0.8684,GBP
2023-05-21,7.5766,CNY
2023-05-21,1.9558,BGN
2023-05-21,0.8684,GBP
2023-05-21,5.3554,BRL
2023-05-21,1.6231,AUD
2023-05-21,8.4494,HKD
2023-05-21,16129.1400,IDR
2023-05-21,23.7640,CZK
2023-05-21,89.4215,INR
2023-05-21,3.9338,ILS
2023-05-21,376.7300,HUF
2023-05-21,0.9738,CHF
2023-05-21,7.4481,DKK
2023-05-21,151.3000,ISK
2023-05-21,1.4575,CAD
2023-05-22,23.6760,CZK
2023-05-22,374.7300,HUF
2023-05-22,151.3000,ISK
2023-05-22,0.8685,GBP
2023-05-22,7.6067,CNY
2023-05-22,1.6294,AUD
2023-05-22,1.4618,CAD
2023-05-22,89.6710,INR
2023-05-22,5.4056,BRL
2023-05-22,16100.3300,IDR
2023-05-22,8.4696,HKD
2023-05-22,3.9552,ILS
2023-05-22,1.9558,BGN
2023-05-22,0.9700,CHF
2023-05-22,7.4478,DKK
2023-05-23,1.6282,AUD
2023-05-23,0.8699,GBP
2023-05-23,8.4480,HKD
2023-05-23,89.2675,INR
2023-05-23,151.3000,ISK
2023-05-23,0.9718,CHF
2023-05-23,3.9756,ILS
2023-05-23,7.4475,DKK
2023-05-23,23.6810,CZK
2023-05-23,7.6039,CNY
2023-05-23,1.4571,CAD
2023-05-23,16043.2300,IDR
2023-05-23,1.9558,BGN
2023-05-23,5.3649,BRL
2023-05-23,376.4500,HUF
2023-05-24,5.3397,BRL
2023-05-24,7.6005,CNY
2023-05-24,89.1473,INR
2023-05-24,0.9732,CHF
2023-05-24,7.4477,DKK
2023-05-24,1.4600,CAD
2023-05-24,372.7000,HUF
2023-05-24,8.4462,HKD
2023-05-24,151.3000,ISK
2023-05-24,4.0095,ILS
2023-05-24,1.9558,BGN
2023-05-24,23.6710,CZK
2023-05-24,0.8699,GBP
2023-05-24,16063.5000,IDR
2023-05-24,1.6402,AUD
2023-05-25,7.5891,CNY
2023-05-25,5.3320,BRL
2023-05-25,23.6450,CZK
2023-05-25,0.9708,CHF
2023-05-25,150.7000,ISK
2023-05-25,372.3000,HUF
2023-05-25,1.6443,AUD
2023-05-25,7.4502,DKK
2023-05-25,88.8055,INR
2023-05-25,16040.8300,IDR
2023-05-25,8.4092,HKD
2023-05-25,1.4599,CAD
2023-05-25,3.9894,ILS
2023-05-25,1.9558,BGN
2023-05-25,0.8679,GBP
2023-05-26,149.5000,ISK
2023-05-26,7.4489,DKK
2023-05-26,7.5874,CNY
2023-05-26,8.4230,HKD
2023-05-26,0.9707,CHF
2023-05-26,371.6100,HUF
2023-05-26,1.6439,AUD
2023-05-26,1.4630,CAD
2023-05-26,88.8049,INR
2023-05-26,16085.6500,IDR
2023-05-26,1.9558,BGN
2023-05-26,5.3878,BRL
2023-05-26,4.0180,ILS
2023-05-26,23.6480,CZK
2023-05-26,0.8681,GBP
2023-05-27,1.4630,CAD
2023-05-27,1.9558,BGN
2023-05-27,4.0180,ILS
2023-05-27,0.8681,GBP
2023-05-27,8.4230,HKD
2023-05-27,149.5000,ISK
2023-05-27,88.8049,INR
2023-05-27,1.6439,AUD
2023-05-27,0.9707,CHF
2023-05-27,7.5874,CNY
2023-05-27,5.3878,BRL
2023-05-27,371.6100,HUF
2023-05-27,23.6480,CZK
2023-05-27,16085.6500,IDR
2023-05-27,7.4489,DKK
2023-05-28,23.6480,CZK
2023-05-28,149.5000,ISK
2023-05-28,88.8049,INR
2023-05-28,7.4489,DKK
2023-05-28,0.9707,CHF
2023-05-28,1.4630,CAD
2023-05-28,8.4230,HKD
2023-05-28,1.6439,AUD
2023-05-28,0.8681,GBP
2023-05-28,16085.6500,IDR
2023-05-28,5.3878,BRL
2023-05-28,7.5874,CNY
2023-05-28,1.9558,BGN
2023-05-28,371.6100,HUF
2023-05-28,4.0180,ILS
2023-05-29,8.3900,HKD
2023-05-29,7.5820,CNY
2023-05-29,1.9558,BGN
2023-05-29,1.6384,AUD
2023-05-29,0.9683,CHF
2023-05-29,1.4564,CAD
2023-05-29,149.3000,ISK
2023-05-29,23.6930,CZK
2023-05-29,16030.0700,IDR
2023-05-29,88.5200,INR
2023-05-29,7.4492,DKK
2023-05-29,371.4500,HUF
2023-05-29,0.8680,GBP
2023-05-29,5.3460,BRL
2023-05-29,3.9858,ILS
2023-05-30,1.6397,AUD
2023-05-30,88.7985,INR
2023-05-30,149.3000,ISK
2023-05-30,16086.4500,IDR
2023-05-30,7.5990,CNY
2023-05-30,7.4486,DKK
2023-05-30,5.3756,BRL
2023-05-30,1.4586,CAD
2023-05-30,370.4000,HUF
2023-05-30,0.8637,GBP
2023-05-30,1.9558,BGN
2023-05-30,3.9890,ILS
2023-05-30,0.9690,CHF
2023-05-30,8.4158,HKD
2023-05-30,23.7090,CZK
2023-05-31,16030.3900,IDR
2023-05-31,1.9558,BGN
2023-05-31,3.9713,ILS
2023-05-31,149.7000,ISK
2023-05-31,0.8640,GBP
2023-05-31,88.3400,INR
2023-05-31,1.4582,CAD
2023-05-31,7.5926,CNY
2023-05-31,8.3696,HKD
2023-05-31,5.4288,BRL
2023-05-31,0.9724,CHF
2023-05-31,23.7410,CZK
2023-05-31,7.4480,DKK
2023-05-31,1.6497,AUD
2023-05-31,370.8500,HUF
2023-06-01,149.7000,ISK
2023-06-01,5.4032,BRL
2023-06-01,7.6066,CNY
2023-06-01,0.9732,CHF
2023-06-01,8.3786,HKD
2023-06-01,0.8582,GBP
2023-06-01,23.6870,CZK
2023-06-01,3.9970,ILS
2023-06-01,1.6407,AUD
2023-06-01,370.4200,HUF
2023-06-01,7.4477,DKK
2023-06-01,1.9558,BGN
2023-06-01,15964.7600,IDR
2023-06-01,1.4514,CAD
2023-06-01,88.2070,INR
2023-06-02,1.6248,AUD
2023-06-02,7.6065,CNY
2023-06-02,15975.8200,IDR
2023-06-02,88.6380,INR
2023-06-02,0.9758,CHF
2023-06-02,371.3600,HUF
2023-06-02,7.4488,DKK
2023-06-02,8.4346,HKD
2023-06-02,23.6570,CZK
2023-06-02,5.3752,BRL
2023-06-02,1.4443,CAD
2023-06-02,150.1000,ISK
2023-06-02,4.0311,ILS
2023-06-02,0.8593,GBP
2023-06-02,1.9558,BGN
2023-06-03,1.4443,CAD
2023-06-03,15975.8200,IDR
2023-06-03,0.8593,GBP
2023-06-03,7.4488,DKK
2023-06-03,7.6065,CNY
2023-06-03,5.3752,BRL
2023-06-03,4.0311,ILS
2023-06-03,150.1000,ISK
2023-06-03,1.6248,AUD
2023-06-03,0.9758,CHF
2023-06-03,23.6570,CZK
2023-06-03,88.6380,INR
2023-06-03,371.3600,HUF
2023-06-03,1.9558,BGN
2023-06-03,8.4346,HKD
2023-06-04,4.0311,ILS
2023-06-04,23.6570,CZK
2023-06-04,150.1000,ISK
2023-06-04,5.3752,BRL
2023-06-04,371.3600,HUF
2023-06-04,1.4443,CAD
2023-06-04,8.4346,HKD
2023-06-04,1.9558,BGN
2023-06-04,0.8593,GBP
2023-06-04,0.9758,CHF
2023-06-04,1.6248,AUD
2023-06-04,15975.8200,IDR
2023-06-04,7.6065,CNY
2023-06-04,88.6380,INR
2023-06-04,7.4488,DKK
2023-06-05,23.5730,CZK
2023-06-05,1.6219,AUD
2023-06-05,5.2959,BRL
2023-06-05,150.9000,ISK
2023-06-05,88.3255,INR
2023-06-05,3.9996,ILS
2023-06-05,369.2800,HUF
2023-06-05,8.3787,HKD
2023-06-05,15896.1600,IDR
2023-06-05,0.9732,CHF
2023-06-05,1.4367,CAD
2023-06-05,0.8632,GBP
2023-06-05,7.6062,CNY
2023-06-05,7.4484,DKK
2023-06-05,1.9558,BGN
2023-06-06,0.8610,GBP
2023-06-06,7.6040,CNY
2023-06-06,368.6300,HUF
2023-06-06,1.9558,BGN
2023-06-06,151.1000,ISK
2023-06-06,88.2295,INR
2023-06-06,3.9529,ILS
2023-06-06,15891.2200,IDR
2023-06-06,5.2538,BRL
2023-06-06,8.3777,HKD
2023-06-06,1.4342,CAD
2023-06-06,23.5200,CZK
2023-06-06,0.9698,CHF
2023-06-06,7.4494,DKK
2023-06-06,1.6038,AUD
2023-06-07,23.6250,CZK
2023-06-07,8.4029,HKD
2023-06-07,88.4160,INR
2023-06-07,7.4494,DKK
2023-06-07,150.5000,ISK
2023-06-07,1.6004,AUD
2023-06-07,368.7300,HUF
2023-06-07,0.9704,CHF
2023-06-07,0.8597,GBP
2023-06-07,1.4351,CAD
2023-06-07,5.2607,BRL
2023-06-07,15901.7400,IDR
2023-06-07,3.9145,ILS
2023-06-07,7.6235,CNY
2023-06-07,1.9558,BGN
2023-06-08,23.6250,CZK
2023-06-08,368.6500,HUF
2023-06-08,1.6061,AUD
2023-06-08,88.6170,INR
2023-06-08,0.9751,CHF
2023-06-08,5.2866,BRL
2023-06-08,3.9336,ILS
2023-06-08,1.9558,BGN
2023-06-08,15979.4600,IDR
2023-06-08,0.8611,GBP
2023-06-08,8.4126,HKD
2023-06-08,7.4498,DKK
2023-06-08,149.5000,ISK
2023-06-08,7.6541,CNY
2023-06-08,1.4342,CAD
2023-06-09,15996.7200,IDR
2023-06-09,5.2965,BRL
2023-06-09,0.8579,GBP
2023-06-09,0.9716,CHF
2023-06-09,7.6839,CNY
2023-06-09,1.4362,CAD
2023-06-09,8.4493,HKD
2023-06-09,149.5000,ISK
2023-06-09,1.6023,AUD
2023-06-09,88.8900,INR
2023-06-09,7.4505,DKK
2023-06-09,1.9558,BGN
2023-06-09,23.6660,CZK
2023-06-09,3.8816,ILS
2023-06-09,368.7300,HUF
2023-06-10,1.6023,AUD
2023-06-10,88.8900,INR
2023-06-10,7.6839,CNY
2023-06-10,0.8579,GBP
2023-06-10,149.5000,ISK
2023-06-10,23.6660,CZK
2023-06-10,7.4505,DKK
2023-06-10,1.9558,BGN
2023-06-10,1.4362,CAD
2023-06-10,0.9716,CHF
2023-06-10,8.4493,HKD
2023-06-10,3.8816,ILS
2023-06-10,5.2965,BRL
2023-06-10,15996.7200,IDR
2023-06-10,368.7300,HUF
2023-06-11,1.4362,CAD
2023-06-11,88.8900,INR
2023-06-11,5.2965,BRL
2023-06-11,1.6023,AUD
2023-06-11,1.9558,BGN
2023-06-11,7.4505,DKK
2023-06-11,0.8579,GBP
2023-06-11,149.5000,ISK
2023-06-11,0.9716,CHF
2023-06-11,23.6660,CZK
2023-06-11,368.7300,HUF
2023-06-11,3.8816,ILS
2023-06-11,8.4493,HKD
2023-06-11,15996.7200,IDR
2023-06-11,7.6839,CNY
2023-06-12,0.8568,GBP
2023-06-12,368.1500,HUF
2023-06-12,88.7330,INR
2023-06-12,15996.8500,IDR
2023-06-12,7.4520,DKK
2023-06-12,1.9558,BGN
2023-06-12,0.9751,CHF
2023-06-12,1.4357,CAD
2023-06-12,5.2549,BRL
2023-06-12,23.7590,CZK
2023-06-12,7.6888,CNY
2023-06-12,149.5000,ISK
2023-06-12,1.5920,AUD
2023-06-12,3.8627,ILS
2023-06-12,8.4326,HKD
2023-06-13,0.8585,GBP
2023-06-13,23.8130,CZK
2023-06-13,5.2469,BRL
2023-06-13,3.8536,ILS
2023-06-13,8.4550,HKD
2023-06-13,7.4524,DKK
2023-06-13,0.9784,CHF
2023-06-13,16044.8300,IDR
2023-06-13,88.8630,INR
2023-06-13,1.9558,BGN
2023-06-13,7.7167,CNY
2023-06-13,1.5922,AUD
2023-06-13,1.4403,CAD
2023-06-13,371.1300,HUF
2023-06-13,149.5000,ISK
2023-06-14,3.8932,ILS
2023-06-14,1.4378,CAD
2023-06-14,1.5915,AUD
2023-06-14,148.7000,ISK
2023-06-14,7.4529,DKK
2023-06-14,5.2489,BRL
2023-06-14,7.7363,CNY
2023-06-14,370.8000,HUF
2023-06-14,8.4645,HKD
2023-06-14,0.8546,GBP
2023-06-14,1.9558,BGN
2023-06-14,16100.2000,IDR
2023-06-14,0.9751,CHF
2023-06-14,88.6945,INR
2023-06-14,23.7960,CZK
2023-06-15,23.7510,CZK
2023-06-15,149.3000,ISK
2023-06-15,1.9558,BGN
2023-06-15,3.8810,ILS
2023-06-15,1.5924,AUD
2023-06-15,8.4661,HKD
2023-06-15,16208.5100,IDR
2023-06-15,7.7491,CNY
2023-06-15,88.9825,INR
2023-06-15,1.4415,CAD
2023-06-15,7.4523,DKK
2023-06-15,376.0300,HUF
2023-06-15,0.8556,GBP
2023-06-15,0.9761,CHF
2023-06-15,5.2244,BRL
2023-06-16,5.2790,BRL
2023-06-16,89.7953,INR
2023-06-16,1.5941,AUD
2023-06-16,0.9770,CHF
2023-06-16,7.4505,DKK
2023-06-16,7.8100,CNY
2023-06-16,373.0000,HUF
2023-06-16,0.8543,GBP
2023-06-16,1.4500,CAD
2023-06-16,16387.7500,IDR
2023-06-16,23.8170,CZK
2023-06-16,8.5799,HKD
2023-06-16,3.9024,ILS
2023-06-16,1.9558,BGN
2023-06-16,149.5000,ISK
2023-06-17,89.7953,INR
2023-06-17,149.5000,ISK
2023-06-17,7.8100,CNY
2023-06-17,1.9558,BGN
2023-06-17,1.4500,CAD
2023-06-17,373.0000,HUF
2023-06-17,8.5799,HKD
2023-06-17,0.9770,CHF
2023-06-17,0.8543,GBP
2023-06-17,1.5941,AUD
2023-06-17,7.4505,DKK
2023-06-17,23.8170,CZK
2023-06-17,3.9024,ILS
2023-06-17,5.2790,BRL
2023-06-17,16387.7500,IDR
2023-06-18,373.0000,HUF
2023-06-18,1.4500,CAD
2023-06-18,7.4505,DKK
2023-06-18,23.8170,CZK
2023-06-18,16387.7500,IDR
2023-06-18,5.2790,BRL
2023-06-18,149.5000,ISK
2023-06-18,1.5941,AUD
2023-06-18,0.9770,CHF
2023-06-18,0.8543,GBP
2023-06-18,8.5799,HKD
2023-06-18,3.9024,ILS
2023-06-18,1.9558,BGN
2023-06-18,89.7953,INR
2023-06-18,7.8100,CNY
2023-06-19,8.5379,HKD
2023-06-19,5.2588,BRL
2023-06-19,1.9558,BGN
2023-06-19,149.1000,ISK
2023-06-19,374.4000,HUF
2023-06-19,0.9772,CHF
2023-06-19,16381.1900,IDR
2023-06-19,3.9408,ILS
2023-06-19,1.5964,AUD
2023-06-19,89.5125,INR
2023-06-19,23.7780,CZK
2023-06-19,1.4411,CAD
2023-06-19,0.8527,GBP
2023-06-19,7.4498,DKK
2023-06-19,7.8182,CNY
2023-06-20,7.4491,DKK
2023-06-20,0.8570,GBP
2023-06-20,149.1000,ISK
2023-06-20,5.2376,BRL
2023-06-20,7.8462,CNY
2023-06-20,1.6120,AUD
2023-06-20,1.4473,CAD
2023-06-20,0.9808,CHF
2023-06-20,16410.1100,IDR
2023-06-20,372.5500,HUF
2023-06-20,8.5560,HKD
2023-06-20,89.7525,INR
2023-06-20,23.7560,CZK
2023-06-20,3.9424,ILS
2023-06-20,1.9558,BGN
2023-06-21,1.9558,BGN
2023-06-21,1.4435,CAD
2023-06-21,7.8519,CNY
2023-06-21,5.2273,BRL
2023-06-21,0.8583,GBP
2023-06-21,7.4479,DKK
2023-06-21,23.7630,CZK
2023-06-21,3.9404,ILS
2023-06-21,8.5510,HKD
2023-06-21,16330.8000,IDR
2023-06-21,1.6154,AUD
2023-06-21,369.9000,HUF
2023-06-21,148.3000,ISK
2023-06-21,89.5765,INR
2023-06-21,0.9803,CHF
2023-06-22,23.6830,CZK
2023-06-22,7.8866,CNY
2023-06-22,1.4463,CAD
2023-06-22,90.0300,INR
2023-06-22,1.9558,BGN
2023-06-22,0.8611,GBP
2023-06-22,0.9825,CHF
2023-06-22,16425.9900,IDR
2023-06-22,369.4300,HUF
2023-06-22,7.4486,DKK
2023-06-22,8.5987,HKD
2023-06-22,5.2331,BRL
2023-06-22,148.5000,ISK
2023-06-22,1.6194,AUD
2023-06-22,3.9847,ILS
2023-06-23,89.2205,INR
2023-06-23,0.8548,GBP
2023-06-23,23.6540,CZK
2023-06-23,3.9401,ILS
2023-06-23,8.5216,HKD
2023-06-23,1.6285,AUD
2023-06-23,1.9558,BGN
2023-06-23,0.9773,CHF
2023-06-23,1.4380,CAD
2023-06-23,7.4485,DKK
2023-06-23,5.2235,BRL
2023-06-23,369.9000,HUF
2023-06-23,7.8141,CNY
2023-06-23,16337.6900,IDR
2023-06-23,148.9000,ISK
2023-06-24,1.6285,AUD
2023-06-24,148.9000,ISK
